"state","pincode","year","quarter","rank","count","amount"
"punjab","143001","2020","3",NULL,"136","35876"
"andaman-&-nicobar-islands","744104","2022","3",NULL,"31","35790"
"uttarakhand","248005","2020","4",NULL,"35","35781"
"manipur","795002","2024","1",NULL,"20","35552"
"ladakh","194107","2024","3",NULL,"26","35449"
"chhattisgarh","497001","2020","3",NULL,"126","35416"
"dadra-&-nagar-haveli-&-daman-&-diu","362570","2024","3",NULL,"10","35415"
"andaman-&-nicobar-islands","744104","2022","1",NULL,"33","35406"
"kerala","695008","2021","2",NULL,"47","35390"
"goa","403001","2021","2",NULL,"42","35277"
"mizoram","796017","2021","1",NULL,"29","35257"
"assam","781032","2021","1",NULL,"75","35239"
"himachal-pradesh","174103","2021","3",NULL,"25","35232"
"nagaland","797117","2023","4",NULL,"19","35209"
"mizoram","796017","2024","2",NULL,"21","35202"
"punjab","147001","2021","1",NULL,"56","35180"
"mizoram","796009","2023","3",NULL,"31","35135"
"goa","403601","2020","4",NULL,"32","35110"
"mizoram","796081","2023","2",NULL,"8","35105"
"meghalaya","793004","2022","4",NULL,"22","35083"
"haryana","121001","2020","2",NULL,"196","35036"
"arunachal-pradesh","792103","2021","3",NULL,"15","35018"
"lakshadweep","682555","2023","4",NULL,"36","34964"
"jharkhand","834002","2020","4",NULL,"46","34930"
"tripura","799007","2021","3",NULL,"28","34908"
"jammu-&-kashmir","192303","2021","3",NULL,"46","34809"
"manipur","795001","2024","1",NULL,"25","34767"
"meghalaya","793210","2024","1",NULL,"36","34759"
"mizoram","796012","2023","4",NULL,"26","34756"
"sikkim","737132","2022","2",NULL,"14","34741"
"goa","403722","2020","4",NULL,"42","34732"
"andaman-&-nicobar-islands","744301","2023","3",NULL,"18","34636"
"assam","781019","2021","2",NULL,"48","34608"
"kerala","682042","2021","2",NULL,"56","34584"
"manipur","795158","2022","4",NULL,"10","34521"
"manipur","795129","2024","2",NULL,"14","34487"
"sikkim","737121","2023","2",NULL,"14","34447"
"gujarat","382481","2020","3",NULL,"134","34445"
"andaman-&-nicobar-islands","744104","2023","2",NULL,"27","34345"
"assam","781012","2021","2",NULL,"36","34326"
"ladakh","194201","2022","1",NULL,"9","34256"
"andaman-&-nicobar-islands","744205","2022","3",NULL,"17","34250"
"manipur","795128","2024","4",NULL,"16","34233"
"chandigarh","160036","2021","3",NULL,"49","34232"
"jammu-&-kashmir","192123","2021","3",NULL,"76","34214"
"odisha","760001","2021","2",NULL,"89","34202"
"sikkim","737102","2022","2",NULL,"23","34120"
"nagaland","797118","2024","3",NULL,"22","34105"
"ladakh","194105","2024","4",NULL,"12","34066"
"sikkim","737135","2021","4",NULL,"9","34027"
"chandigarh","160017","2022","1",NULL,"25","34012"
"jammu-&-kashmir","180001","2021","2",NULL,"32","34001"
"chhattisgarh","497001","2020","4",NULL,"62","33960"
"puducherry","605107","2021","3",NULL,"31","33955"
"haryana","122002","2020","3",NULL,"176","33926"
"chandigarh","160003","2022","1",NULL,"26","33925"
"odisha","753001","2021","3",NULL,"73","33918"
"manipur","795001","2024","2",NULL,"20","33892"
"assam","781019","2020","4",NULL,"27","33793"
"kerala","695014","2020","4",NULL,"30","33773"
"madhya-pradesh","452016","2020","2",NULL,"194","33757"
"andaman-&-nicobar-islands","744103","2021","2",NULL,"36","33716"
"odisha","751006","2020","3",NULL,"148","33707"
"ladakh","194401","2022","4",NULL,"18","33676"
"kerala","682020","2020","4",NULL,"60","33576"
"ladakh","194103","2022","4",NULL,"16","33492"
"jharkhand","831001","2020","4",NULL,"59","33463"
"assam","781028","2020","4",NULL,"27","33443"
"puducherry","605010","2021","3",NULL,"26","33431"
"andaman-&-nicobar-islands","744301","2022","1",NULL,"16","33406"
"tripura","799005","2022","1",NULL,"30","33377"
"nagaland","797103","2023","4",NULL,"19","33289"
"sikkim","737103","2022","4",NULL,"10","33268"
"kerala","682025","2020","4",NULL,"48","33186"
"manipur","795008","2023","3",NULL,"4","33163"
"tripura","799005","2023","2",NULL,"37","33097"
"chhattisgarh","490023","2020","3",NULL,"108","33094"
"manipur","795001","2023","1",NULL,"12","32952"
"odisha","751012","2020","3",NULL,"165","32895"
"meghalaya","793002","2022","3",NULL,"20","32868"
"odisha","751007","2020","3",NULL,"149","32839"
"tripura","799014","2022","3",NULL,"39","32837"
"arunachal-pradesh","791110","2021","1",NULL,"21","32836"
"mizoram","796008","2024","4",NULL,"15","32829"
"assam","781001","2021","1",NULL,"45","32800"
"puducherry","609602","2021","1",NULL,"30","32794"
"haryana","122003","2020","2",NULL,"207","32786"
"sikkim","737121","2022","2",NULL,"14","32774"
"chhattisgarh","492009","2020","4",NULL,"57","32693"
"jammu-&-kashmir","181133","2021","2",NULL,"24","32605"
"ladakh","194404","2024","1",NULL,"12","32572"
"arunachal-pradesh","792110","2023","1",NULL,"17","32562"
"meghalaya","793101","2021","4",NULL,"18","32546"
"jharkhand","834009","2020","3",NULL,"112","32455"
"mizoram","796014","2023","4",NULL,"14","32452"
"meghalaya","793002","2022","2",NULL,"19","32432"
"manipur","795134","2024","1",NULL,"13","32417"
"rajasthan","302012","2020","2",NULL,"172","32400"
"goa","403507","2021","2",NULL,"41","32351"
"gujarat","384265","2020","3",NULL,"150","32273"
"jharkhand","834002","2020","3",NULL,"138","32254"
"manipur","795116","2022","4",NULL,"10","32186"
"manipur","795116","2023","4",NULL,"16","32180"
"andaman-&-nicobar-islands","744104","2022","2",NULL,"26","32107"
"tripura","799007","2023","2",NULL,"37","31956"
"haryana","122051","2020","3",NULL,"148","31924"
"gujarat","370511","2020","3",NULL,"124","31913"
"goa","403801","2021","1",NULL,"23","31877"
"nagaland","798601","2024","2",NULL,"13","31825"
"ladakh","194102","2022","4",NULL,"9","31787"
"mizoram","796005","2022","1",NULL,"14","31720"
"sikkim","737103","2023","4",NULL,"22","31632"
"andaman-&-nicobar-islands","744205","2023","2",NULL,"17","31404"
"assam","781038","2021","1",NULL,"43","31376"
"jammu-&-kashmir","191131","2021","2",NULL,"58","31278"
"nagaland","797120","2023","2",NULL,"7","31245"
"manipur","795128","2023","1",NULL,"9","31237"
"mizoram","796701","2023","1",NULL,"16","31226"
"ladakh","194101","2022","1",NULL,"11","31218"
"chhattisgarh","491001","2020","4",NULL,"58","31152"
"kerala","673010","2021","2",NULL,"47","31127"
"andaman-&-nicobar-islands","744104","2021","4",NULL,"24","31069"
"meghalaya","794111","2022","2",NULL,"13","31027"
"nagaland","797118","2024","1",NULL,"17","30916"
"arunachal-pradesh","791102","2021","3",NULL,"20","30911"
"sikkim","737136","2023","3",NULL,"8","30865"
"jammu-&-kashmir","180004","2021","3",NULL,"32","30852"
"jammu-&-kashmir","180003","2021","1",NULL,"25","30808"
"chhattisgarh","491001","2020","3",NULL,"111","30720"
"odisha","760001","2021","1",NULL,"84","30717"
"chandigarh","160101","2021","1",NULL,"51","30704"
"haryana","123401","2020","2",NULL,"155","30644"
"sikkim","737101","2021","3",NULL,"15","30641"
"nagaland","797117","2024","2",NULL,"22","30556"
"bihar","845401","2020","3",NULL,"135","30537"
"manipur","795130","2024","4",NULL,"14","30530"
"gujarat","380015","2020","3",NULL,"121","30494"
"andaman-&-nicobar-islands","744205","2021","4",NULL,"13","30437"
"himachal-pradesh","171001","2021","1",NULL,"20","30386"
"odisha","751003","2020","4",NULL,"71","30376"
"jharkhand","828122","2020","2",NULL,"171","30316"
"assam","781005","2021","2",NULL,"33","30286"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2021","2",NULL,"57","30243"
"arunachal-pradesh","792130","2021","4",NULL,"12","30185"
"nagaland","797116","2023","3",NULL,"11","30178"
"gujarat","395004","2020","3",NULL,"140","30135"
"nagaland","797120","2024","2",NULL,"10","30124"
"puducherry","605009","2021","2",NULL,"49","30103"
"west-bengal","700091","2020","3",NULL,"103","30050"
"manipur","795130","2023","4",NULL,"6","30020"
"dadra-&-nagar-haveli-&-daman-&-diu","362571","2021","1",NULL,"10","29993"
"meghalaya","793003","2022","1",NULL,"13","29987"
"sikkim","737126","2023","2",NULL,"14","29968"
"nagaland","797118","2024","4",NULL,"23","29950"
"sikkim","737121","2021","4",NULL,"11","29883"
"manipur","795008","2022","2",NULL,"7","29878"
"manipur","795138","2024","3",NULL,"11","29860"
"kerala","682024","2020","4",NULL,"50","29835"
"sikkim","737126","2022","3",NULL,"15","29772"
"dadra-&-nagar-haveli-&-daman-&-diu","362520","2024","2",NULL,"16","29753"
"nagaland","797117","2022","1",NULL,"15","29720"
"nagaland","797117","2023","2",NULL,"21","29695"
"andaman-&-nicobar-islands","744101","2020","4",NULL,"23","29686"
"punjab","140301","2020","4",NULL,"41","29686"
"goa","403802","2021","3",NULL,"49","29680"
"chandigarh","160030","2021","2",NULL,"21","29653"
"goa","403801","2021","3",NULL,"28","29648"
"andaman-&-nicobar-islands","744204","2021","1",NULL,"25","29635"
"assam","781021","2021","2",NULL,"32","29627"
"jammu-&-kashmir","180012","2021","1",NULL,"28","29620"
"andaman-&-nicobar-islands","744101","2021","3",NULL,"26","29601"
"goa","403707","2021","1",NULL,"27","29584"
"manipur","795128","2022","1",NULL,"7","29569"
"meghalaya","793102","2021","3",NULL,"8","29567"
"goa","403602","2021","2",NULL,"29","29561"
"nagaland","798601","2022","4",NULL,"23","29550"
"sikkim","737121","2022","1",NULL,"13","29476"
"odisha","760001","2020","4",NULL,"81","29397"
"mizoram","796181","2023","4",NULL,"15","29302"
"manipur","795002","2023","2",NULL,"11","29290"
"mizoram","796891","2022","4",NULL,"14","29278"
"nagaland","797001","2024","3",NULL,"15","29277"
"goa","403005","2021","2",NULL,"32","29269"
"andaman-&-nicobar-islands","744107","2022","3",NULL,"16","29251"
"punjab","141003","2021","1",NULL,"96","29227"
"odisha","758034","2020","3",NULL,"145","29226"
"andaman-&-nicobar-islands","744205","2022","1",NULL,"15","29159"
"andaman-&-nicobar-islands","744211","2023","1",NULL,"24","29149"
"kerala","682020","2021","1",NULL,"41","29143"
"tripura","799144","2021","4",NULL,"19","29079"
"mizoram","796701","2023","4",NULL,"12","28964"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2021","1",NULL,"61","28918"
"mizoram","796014","2024","3",NULL,"9","28851"
"chhattisgarh","493221","2021","2",NULL,"83","28773"
"manipur","795004","2021","4",NULL,"19","28763"
"mizoram","796009","2022","1",NULL,"15","28750"
"kerala","682020","2021","2",NULL,"56","28720"
"mizoram","796891","2023","4",NULL,"8","28653"
"ladakh","194401","2022","3",NULL,"9","28628"
"meghalaya","794105","2022","3",NULL,"22","28573"
"jharkhand","832108","2021","1",NULL,"55","28540"
"chhattisgarh","492009","2021","2",NULL,"81","28367"
"mizoram","796005","2021","4",NULL,"20","28366"
"andaman-&-nicobar-islands","744301","2022","2",NULL,"14","28331"
"manipur","795113","2024","4",NULL,"12","28312"
"mizoram","796891","2024","3",NULL,"8","28307"
"punjab","141010","2020","4",NULL,"46","28298"
"nagaland","797113","2022","4",NULL,"20","28277"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2021","1",NULL,"57","28241"
"puducherry","605011","2021","4",NULL,"31","28219"
"nagaland","797103","2023","3",NULL,"14","28219"
"andaman-&-nicobar-islands","744302","2024","3",NULL,"24","28210"
"punjab","144005","2020","4",NULL,"51","28200"
"kerala","695001","2021","1",NULL,"49","28194"
"chhattisgarh","492013","2020","3",NULL,"96","28185"
"kerala","682042","2020","4",NULL,"52","28110"
"andaman-&-nicobar-islands","744301","2024","3",NULL,"20","28067"
"nagaland","797115","2024","3",NULL,"23","28025"
"ladakh","194107","2023","4",NULL,"14","27955"
"rajasthan","302020","2020","2",NULL,"161","27928"
"madhya-pradesh","457001","2020","3",NULL,"149","27856"
"manipur","795128","2022","2",NULL,"10","27650"
"ladakh","194201","2022","3",NULL,"11","27639"
"mizoram","796012","2022","4",NULL,"20","27573"
"puducherry","609605","2021","1",NULL,"21","27475"
"chandigarh","160047","2021","3",NULL,"41","27467"
"andaman-&-nicobar-islands","744207","2024","3",NULL,"25","27399"
"gujarat","382481","2020","2",NULL,"165","27390"
"sikkim","737101","2021","2",NULL,"12","27279"
"sikkim","737103","2023","3",NULL,"15","27253"
"ladakh","194107","2022","4",NULL,"8","27242"
"odisha","753001","2020","3",NULL,"127","27206"
"goa","403509","2021","1",NULL,"29","27152"
"bihar","801503","2020","3",NULL,"103","27115"
"arunachal-pradesh","791001","2021","4",NULL,"17","27105"
"nagaland","797116","2022","3",NULL,"9","27011"
"meghalaya","793004","2021","4",NULL,"22","26993"
"dadra-&-nagar-haveli-&-daman-&-diu","362520","2024","3",NULL,"11","26986"
"mizoram","796012","2024","1",NULL,"17","26980"
"assam","781028","2021","1",NULL,"44","26978"
"arunachal-pradesh","792110","2022","3",NULL,"17","26960"
"chandigarh","160101","2020","4",NULL,"35","26948"
"jammu-&-kashmir","180005","2021","3",NULL,"40","26879"
"himachal-pradesh","177203","2021","4",NULL,"39","26688"
"ladakh","194103","2022","2",NULL,"10","26625"
"chandigarh","160014","2021","2",NULL,"31","26599"
"ladakh","194201","2021","3",NULL,"12","26549"
"puducherry","605008","2021","1",NULL,"32","26545"
"rajasthan","301019","2020","2",NULL,"156","26523"
"chandigarh","160003","2021","4",NULL,"25","26513"
"manipur","795116","2024","3",NULL,"9","26505"
"sikkim","737135","2022","3",NULL,"13","26499"
"bihar","812001","2020","3",NULL,"109","26403"
"mizoram","796012","2022","3",NULL,"28","26386"
"uttarakhand","244713","2020","3",NULL,"81","26328"
"manipur","795002","2022","4",NULL,"11","26316"
"manipur","795129","2023","4",NULL,"10","26311"
"meghalaya","794105","2022","4",NULL,"23","26278"
"chhattisgarh","492013","2021","1",NULL,"76","26259"
"lakshadweep","682555","2022","3",NULL,"21","26201"
"kerala","682024","2020","3",NULL,"85","26200"
"goa","403722","2021","2",NULL,"34","26192"
"assam","781011","2021","1",NULL,"43","26167"
"puducherry","605012","2021","4",NULL,"30","26162"
"arunachal-pradesh","791109","2023","1",NULL,"17","26106"
"meghalaya","793007","2022","1",NULL,"12","26078"
"himachal-pradesh","177001","2021","1",NULL,"19","26067"
"dadra-&-nagar-haveli-&-daman-&-diu","362520","2022","1",NULL,"7","26020"
"arunachal-pradesh","790102","2022","3",NULL,"15","25996"
"mizoram","796017","2023","3",NULL,"7","25963"
"chandigarh","160047","2021","2",NULL,"35","25946"
"jammu-&-kashmir","181133","2021","1",NULL,"23","25946"
"nagaland","798612","2024","4",NULL,"15","25927"
"bihar","842001","2020","3",NULL,"112","25875"
"bihar","844101","2020","3",NULL,"106","25813"
"kerala","682025","2021","1",NULL,"34","25775"
"dadra-&-nagar-haveli-&-daman-&-diu","362571","2023","2",NULL,"6","25713"
"meghalaya","793103","2022","2",NULL,"19","25712"
"ladakh","194107","2024","2",NULL,"15","25706"
"sikkim","737134","2022","1",NULL,"9","25694"
"andaman-&-nicobar-islands","744105","2020","4",NULL,"25","25659"
"manipur","795004","2022","3",NULL,"22","25653"
"mizoram","796014","2022","4",NULL,"12","25613"
"meghalaya","793001","2021","3",NULL,"19","25607"
"chhattisgarh","492099","2020","3",NULL,"85","25592"
"nagaland","797113","2021","3",NULL,"7","25577"
"andaman-&-nicobar-islands","744211","2022","2",NULL,"19","25543"
"puducherry","605009","2021","3",NULL,"27","25538"
"chandigarh","160047","2021","1",NULL,"30","25522"
"ladakh","194103","2023","2",NULL,"10","25494"
"arunachal-pradesh","792129","2021","3",NULL,"10","25474"
"mizoram","796701","2022","3",NULL,"18","25459"
"mizoram","796005","2023","2",NULL,"18","25380"
"dadra-&-nagar-haveli-&-daman-&-diu","362520","2021","4",NULL,"6","25371"
"mizoram","796012","2024","2",NULL,"19","25348"
"nagaland","797112","2021","3",NULL,"23","25286"
"jammu-&-kashmir","180020","2021","2",NULL,"24","25257"
"tripura","799001","2021","1",NULL,"40","25228"
"kerala","682301","2020","3",NULL,"78","25224"
"andaman-&-nicobar-islands","744205","2023","3",NULL,"16","25131"
"andaman-&-nicobar-islands","744102","2020","4",NULL,"17","25073"
"ladakh","194105","2024","3",NULL,"10","25018"
"goa","403516","2021","1",NULL,"35","25012"
"goa","403722","2021","1",NULL,"48","24971"
"sikkim","737121","2022","3",NULL,"11","24955"
"nagaland","797103","2021","3",NULL,"6","24939"
"andaman-&-nicobar-islands","744103","2020","4",NULL,"18","24904"
"sikkim","737131","2023","1",NULL,"10","24787"
"tripura","799155","2021","4",NULL,"20","24781"
"puducherry","605009","2021","1",NULL,"28","24756"
"gujarat","360311","2020","2",NULL,"177","24744"
"andaman-&-nicobar-islands","744107","2023","2",NULL,"20","24693"
"manipur","795103","2023","2",NULL,"8","24668"
"puducherry","605011","2021","3",NULL,"36","24615"
"andaman-&-nicobar-islands","744101","2021","1",NULL,"33","24571"
"sikkim","737120","2023","3",NULL,"11","24506"
"ladakh","194105","2023","3",NULL,"11","24496"
"mizoram","796321","2022","4",NULL,"13","24483"
"sikkim","737126","2022","4",NULL,"16","24477"
"manipur","795004","2023","3",NULL,"25","24469"
"manipur","795002","2023","1",NULL,"16","24436"
"ladakh","194401","2023","4",NULL,"20","24434"
"sikkim","737111","2022","3",NULL,"13","24426"
"andaman-&-nicobar-islands","744112","2022","2",NULL,"18","24391"
"andaman-&-nicobar-islands","744302","2023","3",NULL,"16","24369"
"nagaland","797113","2023","2",NULL,"12","24314"
"chandigarh","160101","2021","2",NULL,"34","24311"
"west-bengal","700135","2020","3",NULL,"102","24259"
"goa","403509","2020","4",NULL,"21","24208"
"haryana","122017","2020","2",NULL,"142","24199"
"jharkhand","828122","2020","4",NULL,"55","24151"
"nagaland","798601","2023","2",NULL,"8","24108"
"rajasthan","302017","2020","2",NULL,"139","24091"
"mizoram","796017","2023","2",NULL,"7","24072"
"nagaland","797099","2022","1",NULL,"18","24059"
"odisha","751010","2020","3",NULL,"132","24049"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2021","3",NULL,"39","24047"
"arunachal-pradesh","792103","2021","4",NULL,"16","24037"
"lakshadweep","682555","2022","1",NULL,"18","24036"
"assam","783380","2021","2",NULL,"35","24002"
"uttar-pradesh","273007","2020","2",NULL,"142","23993"
"himachal-pradesh","173001","2021","2",NULL,"20","23973"
"punjab","143001","2020","2",NULL,"122","23909"
"uttarakhand","248001","2020","2",NULL,"134","23867"
"manipur","795107","2023","4",NULL,"7","23827"
"jammu-&-kashmir","180001","2021","1",NULL,"29","23792"
"puducherry","605010","2021","4",NULL,"30","23780"
"madhya-pradesh","482002","2020","2",NULL,"138","23754"
"mizoram","796014","2022","3",NULL,"13","23732"
"chandigarh","160025","2021","4",NULL,"21","23723"
"himachal-pradesh","176061","2020","4",NULL,"17","23719"
"himachal-pradesh","173025","2021","1",NULL,"30","23680"
"uttar-pradesh","201003","2020","2",NULL,"137","23627"
"chandigarh","160014","2021","3",NULL,"29","23604"
"nagaland","797113","2022","2",NULL,"16","23597"
"tripura","799006","2021","3",NULL,"27","23520"
"dadra-&-nagar-haveli-&-daman-&-diu","362540","2022","2",NULL,"4","23498"
"puducherry","605013","2021","2",NULL,"35","23436"
"meghalaya","794104","2022","1",NULL,"14","23384"
"tamil-nadu","641603","2020","3",NULL,"120","23382"
"manipur","795158","2022","1",NULL,"6","23366"
"bihar","800006","2020","3",NULL,"126","23361"
"manipur","795138","2022","1",NULL,"8","23348"
"puducherry","605013","2021","1",NULL,"28","23138"
"puducherry","605007","2021","3",NULL,"27","23122"
"manipur","795006","2022","2",NULL,"6","23112"
"nagaland","797118","2023","1",NULL,"10","23112"
"tamil-nadu","635109","2020","3",NULL,"89","23075"
"manipur","795002","2022","1",NULL,"10","23016"
"andaman-&-nicobar-islands","744202","2021","4",NULL,"21","23016"
"arunachal-pradesh","792001","2022","1",NULL,"13","22997"
"sikkim","737132","2021","2",NULL,"13","22958"
"west-bengal","700074","2020","3",NULL,"95","22913"
"rajasthan","301001","2020","2",NULL,"112","22886"
"kerala","682035","2020","4",NULL,"30","22867"
"madhya-pradesh","462042","2020","2",NULL,"133","22810"
"mizoram","796005","2024","3",NULL,"19","22795"
"nagaland","797113","2024","2",NULL,"21","22740"
"manipur","795001","2022","4",NULL,"16","22732"
"kerala","682020","2020","3",NULL,"80","22681"
"sikkim","737103","2024","1",NULL,"17","22663"
"goa","403802","2020","4",NULL,"34","22652"
"chandigarh","160030","2021","3",NULL,"26","22645"
"manipur","795133","2023","4",NULL,"9","22618"
"sikkim","737120","2022","3",NULL,"10","22575"
"manipur","795128","2024","2",NULL,"12","22569"
"nagaland","798622","2022","4",NULL,"6","22550"
"tripura","799001","2021","2",NULL,"26","22527"
"goa","403710","2021","2",NULL,"31","22519"
"nagaland","797103","2021","4",NULL,"12","22507"
"kerala","682041","2020","4",NULL,"32","22463"
"ladakh","194401","2021","3",NULL,"35","22454"
"assam","781019","2021","1",NULL,"38","22436"
"meghalaya","793004","2022","2",NULL,"12","22376"
"madhya-pradesh","452009","2020","2",NULL,"138","22215"
"arunachal-pradesh","791123","2022","2",NULL,"15","22207"
"ladakh","194102","2023","4",NULL,"7","22198"
"himachal-pradesh","174101","2020","4",NULL,"40","22180"
"jharkhand","834008","2020","3",NULL,"90","22174"
"mizoram","796017","2022","3",NULL,"16","22156"
"kerala","686673","2020","3",NULL,"58","22133"
"kerala","679322","2020","4",NULL,"33","22097"
"assam","781020","2021","2",NULL,"35","22080"
"nagaland","797120","2023","1",NULL,"12","22039"
"manipur","795149","2024","4",NULL,"13","22023"
"puducherry","605011","2021","2",NULL,"30","21954"
"himachal-pradesh","173212","2021","3",NULL,"26","21954"
"puducherry","605004","2021","1",NULL,"24","21925"
"manipur","795142","2022","1",NULL,"8","21796"
"sikkim","737102","2021","2",NULL,"18","21791"
"west-bengal","700156","2020","3",NULL,"79","21789"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2020","4",NULL,"34","21693"
"mizoram","796701","2022","4",NULL,"14","21649"
"tripura","799005","2021","4",NULL,"20","21635"
"kerala","682025","2020","3",NULL,"77","21630"
"jammu-&-kashmir","181221","2021","1",NULL,"21","21608"
"ladakh","194102","2023","3",NULL,"9","21562"
"nagaland","797111","2024","3",NULL,"9","21540"
"meghalaya","794001","2021","4",NULL,"12","21535"
"madhya-pradesh","452003","2020","2",NULL,"136","21513"
"goa","403602","2021","3",NULL,"32","21482"
"goa","403802","2021","1",NULL,"30","21472"
"nagaland","798604","2021","4",NULL,"8","21464"
"nagaland","797120","2023","3",NULL,"13","21404"
"bihar","854301","2020","3",NULL,"99","21383"
"nagaland","797113","2023","4",NULL,"18","21372"
"madhya-pradesh","455001","2020","2",NULL,"106","21365"
"punjab","140308","2020","4",NULL,"39","21359"
"manipur","795128","2024","3",NULL,"16","21355"
"bihar","800001","2020","2",NULL,"126","21331"
"gujarat","380013","2020","2",NULL,"128","21249"
"ladakh","194404","2023","2",NULL,"4","21229"
"tripura","799006","2021","2",NULL,"11","21226"
"manipur","795116","2022","3",NULL,"8","21204"
"nagaland","797103","2022","1",NULL,"11","21184"
"nagaland","797120","2022","1",NULL,"11","21181"
"mizoram","796101","2023","3",NULL,"5","21123"
"gujarat","395006","2020","2",NULL,"129","21058"
"west-bengal","711101","2020","3",NULL,"111","21032"
"mizoram","796081","2023","4",NULL,"14","21027"
"himachal-pradesh","174001","2021","3",NULL,"30","21021"
"rajasthan","302022","2020","2",NULL,"111","21004"
"sikkim","737120","2024","1",NULL,"21","20994"
"dadra-&-nagar-haveli-&-daman-&-diu","362520","2024","1",NULL,"4","20977"
"arunachal-pradesh","791112","2021","2",NULL,"8","20976"
"nagaland","798621","2022","3",NULL,"7","20967"
"jharkhand","831001","2020","3",NULL,"89","20924"
"lakshadweep","682555","2023","2",NULL,"9","20879"
"jharkhand","834005","2020","3",NULL,"94","20849"
"andaman-&-nicobar-islands","744202","2022","2",NULL,"13","20817"
"punjab","141003","2020","4",NULL,"42","20814"
"himachal-pradesh","173212","2021","1",NULL,"15","20803"
"goa","403516","2020","4",NULL,"21","20796"
"nagaland","797116","2021","4",NULL,"5","20743"
"kerala","686673","2021","1",NULL,"42","20734"
"manipur","795004","2021","3",NULL,"16","20732"
"manipur","795138","2022","2",NULL,"8","20712"
"puducherry","605014","2021","2",NULL,"21","20694"
"andaman-&-nicobar-islands","744102","2021","3",NULL,"14","20616"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2020","2",NULL,"124","20560"
"ladakh","194107","2023","2",NULL,"10","20559"
"nagaland","797111","2023","3",NULL,"8","20538"
"nagaland","797118","2024","2",NULL,"16","20520"
"kerala","682042","2021","1",NULL,"33","20506"
"assam","781012","2021","1",NULL,"38","20493"
"mizoram","796012","2023","1",NULL,"15","20429"
"andaman-&-nicobar-islands","744112","2023","2",NULL,"21","20427"
"manipur","795149","2022","2",NULL,"8","20419"
"manipur","795146","2024","3",NULL,"10","20403"
"kerala","682035","2021","2",NULL,"44","20402"
"sikkim","737113","2022","1",NULL,"9","20308"
"chandigarh","160047","2020","4",NULL,"23","20300"
"mizoram","796017","2022","1",NULL,"12","20298"
"nagaland","797120","2024","1",NULL,"15","20271"
"punjab","140603","2020","3",NULL,"69","20263"
"west-bengal","700006","2020","3",NULL,"92","20245"
"dadra-&-nagar-haveli-&-daman-&-diu","396220","2023","4",NULL,"8","20216"
"nagaland","797112","2021","2",NULL,"33","20179"
"mizoram","796014","2021","3",NULL,"28","20083"
"andaman-&-nicobar-islands","744204","2021","3",NULL,"13","20075"
"punjab","140301","2020","3",NULL,"66","20065"
"manipur","795001","2023","2",NULL,"7","20009"
"manipur","795128","2022","4",NULL,"11","19980"
"arunachal-pradesh","790001","2021","4",NULL,"14","19900"
"mizoram","796005","2022","2",NULL,"10","19886"
"manipur","795133","2023","1",NULL,"7","19860"
"arunachal-pradesh","792001","2021","2",NULL,"12","19837"
"andaman-&-nicobar-islands","744101","2021","2",NULL,"17","19787"
"manipur","795107","2024","1",NULL,"13","19738"
"assam","781032","2020","3",NULL,"84","19733"
"bihar","800020","2020","2",NULL,"105","19710"
"jharkhand","834001","2020","2",NULL,"115","19706"
"mizoram","796901","2023","4",NULL,"10","19684"
"nagaland","797117","2023","3",NULL,"15","19670"
"sikkim","737113","2023","3",NULL,"10","19654"
"nagaland","798623","2022","3",NULL,"7","19631"
"manipur","795116","2021","4",NULL,"5","19606"
"goa","403801","2021","2",NULL,"27","19593"
"bihar","802301","2020","3",NULL,"98","19569"
"sikkim","737133","2021","4",NULL,"11","19562"
"kerala","682041","2020","3",NULL,"65","19549"
"lakshadweep","682552","2023","4",NULL,"8","19542"
"jammu-&-kashmir","181201","2020","4",NULL,"19","19531"
"gujarat","382350","2020","2",NULL,"112","19513"
"mizoram","796008","2021","3",NULL,"4","19509"
"nagaland","797117","2023","1",NULL,"15","19503"
"assam","781007","2021","1",NULL,"46","19477"
"tamil-nadu","641602","2020","3",NULL,"75","19448"
"mizoram","796181","2022","3",NULL,"8","19339"
"manipur","795001","2021","4",NULL,"10","19309"
"gujarat","380015","2020","2",NULL,"120","19308"
"sikkim","737133","2022","1",NULL,"9","19264"
"west-bengal","734006","2020","3",NULL,"90","19256"
"manipur","795129","2022","2",NULL,"9","19243"
"nagaland","797111","2023","4",NULL,"10","19237"
"lakshadweep","682555","2023","1",NULL,"17","19233"
"nagaland","797106","2024","3",NULL,"11","19233"
"tripura","799002","2021","3",NULL,"18","19229"
"nagaland","797115","2022","1",NULL,"10","19209"
"kerala","682042","2020","3",NULL,"63","19198"
"chandigarh","160036","2021","1",NULL,"46","19175"
"west-bengal","721101","2020","3",NULL,"94","19144"
"tripura","799114","2021","3",NULL,"18","19126"
"manipur","795131","2021","3",NULL,"4","19083"
"punjab","141008","2020","3",NULL,"90","19081"
"rajasthan","302019","2020","2",NULL,"110","19067"
"west-bengal","700075","2020","3",NULL,"78","19057"
